,Unnamed: 0,Blon_2331,Blon_2332,Blon_2333,Blon_2334,Blon_2335,Blon_2336,Blon_2337,Blon_2338,Blon_2339,Blon_2340,Blon_2341,Blon_2342,Blon_2343,Blon_2345,Blon_2345.1,Blon_2346,Blon_2347,Blon_2348,Blon_2349,Blon_2350,Blon_2351,Blon_2352,Blon_2353,Blon_2354,Blon_2355,Blon_2356,Blon_2357,Blon_2358,Blon_2359,Blon_2360,Blon_2361
0,infantis_GCF_000825065.1_BIC1401212621a.V1,-6.635946548066647,-6.641834690646869,-7.2122944549403405,-8.030084063547564,-7.761744961168913,-7.270312871709025,-6.082218905996447,-6.799055853088796,-6.674561383894425,-6.459904447987535,-6.492239828420472,-6.17690622642318,-6.16751648611834,-6.680227121385102,-6.17690622642318,-6.16751648611834,-6.6821085894698085,-7.077498041719233,-6.8638033818829545,-6.680227121385102,-7.380879019514118,-7.377133696843956,-4.812184354142417,-7.375255762049754,-7.578656831034763,-6.608000617886088,-7.164720365841857,-7.185387002380416,-6.708084075663068,-6.854354492775023,-7.021083953089139
1,infantis_GCF_000196575.1_ASM19657v1,-7.3290937210065925,-25.328436022934504,-6.5191472811603965,-8.030084063547564,-25.328436022934504,-25.328436022934504,-25.328436022934504,-25.328436022934504,-25.328436022934504,-25.328436022934504,-25.328436022934504,-25.328436022934504,-25.328436022934504,-25.328436022934504,-25.328436022934504,-25.328436022934504,-25.328436022934504,-25.328436022934504,-25.328436022934504,-25.328436022934504,-25.328436022934504,-25.328436022934504,-25.328436022934504,-25.328436022934504,-25.328436022934504,-25.328436022934504,-25.328436022934504,-25.328436022934504,-25.328436022934504,-25.328436022934504,-25.328436022934504
2,infantis_GCF_000825125.1_BIB1401272845a.V1,-6.635946548066647,-6.641834690646869,-7.2122944549403405,-8.030084063547564,-7.761744961168913,-7.270312871709025,-6.082218905996447,-6.799055853088796,-6.674561383894425,-6.459904447987535,-6.492239828420472,-6.870053402168126,-6.860663661908285,-6.680227121385102,-6.870053402168126,-6.860663661908285,-6.6821085894698085,-7.077498041719233,-6.8638033818829545,-6.680227121385102,-7.380879019514118,-6.6839865242790095,-4.812184354142417,-7.375255762049754,-7.578656831034763,-6.608000617886088,-7.164720365841857,-7.185387002380416,-6.708084075663068,-6.854354492775023,-7.021083953089139
3,infantis_GCF_000155415.1_ASM15541v1,-7.3290937210065925,-25.328436022934504,-6.5191472811603965,-8.030084063547564,-25.328436022934504,-25.328436022934504,-25.328436022934504,-25.328436022934504,-25.328436022934504,-25.328436022934504,-25.328436022934504,-25.328436022934504,-25.328436022934504,-25.328436022934504,-25.328436022934504,-25.328436022934504,-25.328436022934504,-25.328436022934504,-25.328436022934504,-25.328436022934504,-25.328436022934504,-25.328436022934504,-25.328436022934504,-25.328436022934504,-25.328436022934504,-25.328436022934504,-25.328436022934504,-25.328436022934504,-25.328436022934504,-25.328436022934504,-25.328436022934504
4,infantis_GCF_001686125.1_ASM168612v1,-6.635946548066647,-7.334981863541813,-25.328436022934504,-8.030084063547564,-7.761744961168913,-7.270312871709025,-6.082218905996447,-6.799055853088796,-6.674561383894425,-7.153051622157481,-6.492239828420472,-6.17690622642318,-6.16751648611834,-7.3733742939800475,-6.17690622642318,-6.16751648611834,-7.375255762049754,-7.077498041719233,-6.8638033818829545,-7.3733742939800475,-7.380879019514118,-25.328436022934504,-25.328436022934504,-7.375255762049754,-7.578656831034763,-6.608000617886088,-7.164720365841857,-7.185387002380416,-6.708084075663068,-6.854354492775023,-7.021083953089139
5,infantis_GCF_000825145.1_BIB1401272845b.V1,-6.635946548066647,-6.641834690646869,-7.2122944549403405,-8.030084063547564,-7.761744961168913,-7.270312871709025,-6.082218905996447,-6.799055853088796,-6.674561383894425,-6.459904447987535,-6.492239828420472,-6.870053402168126,-6.860663661908285,-6.680227121385102,-6.870053402168126,-6.860663661908285,-6.6821085894698085,-7.077498041719233,-6.8638033818829545,-6.680227121385102,-7.380879019514118,-7.377133696843956,-4.812184354142417,-7.375255762049754,-7.578656831034763,-6.608000617886088,-7.164720365841857,-7.185387002380416,-6.708084075663068,-6.854354492775023,-7.021083953089139
6,infantis_GCF_000020425.1_ASM2042v1,-6.635946548066647,-6.641834690646869,-5.2663843175078835,-8.030084063547564,-7.761744961168913,-7.270312871709025,-6.082218905996447,-6.799055853088796,-6.674561383894425,-6.459904447987535,-6.492239828420472,-6.17690622642318,-6.16751648611834,-7.3733742939800475,-6.17690622642318,-6.16751648611834,-7.375255762049754,-7.077498041719233,-6.8638033818829545,-7.3733742939800475,-7.380879019514118,-7.377133696843956,-4.812184354142417,-7.375255762049754,-7.578656831034763,-6.608000617886088,-7.164720365841857,-7.185387002380416,-6.708084075663068,-6.854354492775023,-7.021083953089139
7,infantis_GCF_002900845.1_ASM290084v1,-7.3290937210065925,-25.328436022934504,-6.5191472811603965,-8.030084063547564,-25.328436022934504,-25.328436022934504,-25.328436022934504,-25.328436022934504,-25.328436022934504,-25.328436022934504,-25.328436022934504,-25.328436022934504,-25.328436022934504,-25.328436022934504,-25.328436022934504,-25.328436022934504,-25.328436022934504,-25.328436022934504,-25.328436022934504,-25.328436022934504,-25.328436022934504,-25.328436022934504,-25.328436022934504,-25.328436022934504,-25.328436022934504,-25.328436022934504,-25.328436022934504,-25.328436022934504,-25.328436022934504,-25.328436022934504,-25.328436022934504
8,infantis_GCF_000771105.1_DSM-20088,-6.635946548066647,-6.641834690646869,-7.2122944549403405,-8.030084063547564,-7.761744961168913,-7.270312871709025,-6.082218905996447,-6.799055853088796,-6.674561383894425,-6.0544393420093705,-6.492239828420472,-6.870053402168126,-6.16751648611834,-6.274762015931939,-6.870053402168126,-6.16751648611834,-7.375255762049754,-7.077498041719233,-6.8638033818829545,-6.274762015931939,-6.687731846979171,-6.278521418835845,-4.812184354142417,-5.9889614128998625,-7.578656831034763,-6.608000617886088,-7.164720365841857,-7.185387002380416,-6.708084075663068,-6.854354492775023,-7.021083953089139
9,infantis_GCF_000730125.1_ASM73012v1,-6.635946548066647,-6.641834690646869,-25.328436022934504,-8.030084063547564,-7.761744961168913,-7.270312871709025,-6.082218905996447,-6.799055853088796,-6.674561383894425,-7.153051622157481,-6.492239828420472,-6.870053402168126,-6.860663661908285,-7.3733742939800475,-6.870053402168126,-6.860663661908285,-7.375255762049754,-7.077498041719233,-6.8638033818829545,-6.680227121385102,-25.328436022934504,-7.377133696843956,-4.812184354142417,-7.375255762049754,-7.578656831034763,-6.608000617886088,-7.164720365841857,-7.185387002380416,-6.708084075663068,-6.854354492775023,-7.021083953089139
10,infantis_GCF_900445755.1_59024_E01,-6.635946548066647,-6.641834690646869,-5.132852925125505,-8.030084063547564,-7.761744961168913,-7.270312871709025,-6.082218905996447,-6.799055853088796,-6.674561383894425,-6.459904447987535,-25.328436022934504,-25.328436022934504,-25.328436022934504,-25.328436022934504,-25.328436022934504,-25.328436022934504,-25.328436022934504,-7.077498041719233,-6.8638033818829545,-7.3733742939800475,-7.380879019514118,-7.377133696843956,-4.812184354142417,-7.375255762049754,-7.578656831034763,-6.608000617886088,-7.164720365841857,-7.185387002380416,-6.708084075663068,-6.854354492775023,-7.021083953089139
11,infantis_GCF_000825045.1_BIC1401111250.V1,-6.635946548066647,-6.641834690646869,-7.2122944549403405,-8.030084063547564,-7.761744961168913,-7.270312871709025,-6.082218905996447,-6.799055853088796,-6.674561383894425,-6.459904447987535,-6.492239828420472,-6.870053402168126,-6.860663661908285,-6.680227121385102,-6.870053402168126,-6.860663661908285,-6.6821085894698085,-7.077498041719233,-6.8638033818829545,-6.680227121385102,-7.380879019514118,-6.6839865242790095,-4.812184354142417,-6.6821085894698085,-7.578656831034763,-6.608000617886088,-7.164720365841857,-7.185387002380416,-6.708084075663068,-6.854354492775023,-7.021083953089139
12,infantis_GCF_900637215.1_49888_B01,-6.635946548066647,-6.641834690646869,-5.2663843175078835,-8.030084063547564,-7.761744961168913,-7.270312871709025,-6.082218905996447,-6.799055853088796,-6.674561383894425,-6.459904447987535,-6.492239828420472,-6.17690622642318,-6.16751648611834,-7.3733742939800475,-6.17690622642318,-6.16751648611834,-7.375255762049754,-7.077498041719233,-6.8638033818829545,-7.3733742939800475,-7.380879019514118,-7.377133696843956,-4.812184354142417,-7.375255762049754,-7.578656831034763,-6.608000617886088,-7.164720365841857,-7.185387002380416,-6.708084075663068,-6.854354492775023,-7.021083953089139
